Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A914223,*Philip,09/27/2024 02:29:00 PM,September 2024,5317 Mandevilla Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Domestic Shorthair,Black
A914225,*William,09/27/2024 02:29:00 PM,September 2024,5317 Mandevilla Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Siamese,Seal Point
A914224,Mika,09/27/2024 02:29:00 PM,September 2024,5317 Mandevilla Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,7 years,Domestic Longhair,Black
A914217,*Tater Tot,09/27/2024 02:45:00 PM,September 2024,200 East Longspur Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A914220,*French Fry,09/27/2024 02:46:00 PM,September 2024,200 East Longspur Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby/White
A914219,*Onion Ring,09/27/2024 02:46:00 PM,September 2024,200 East Longspur Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby/White
A914222,Argus,09/27/2024 02:46:00 PM,September 2024,11800 Metric Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Dachshund Wirehair/Bruss Griffon,Brown/Tan
A914231,*Chai Tea,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Male,4 years,Domestic Shorthair,Brown Tabby/White
A914230,*Gingersnap,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Male,1 year,Domestic Shorthair,Cream Tabby/White
A914233,*Cashmere Scarf,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Female,4 years,Domestic Shorthair,Blue Tabby
A914234,Honey,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Female,4 years,Domestic Shorthair,Torbie/White
A914235,*Earl Grey Tea,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Blue Tabby/White
A914229,Terra,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A914228,Toasted Marshmellow,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A914232,*Maple Syrup,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Female,1 year,Domestic Shorthair,Calico/White
A914227,*Caramel,09/27/2024 02:51:00 PM,September 2024,24369 Bingham Creek in Travis (TX),Public Assist,Sick,Cat,Intact Male,8 months,Domestic Shorthair,Cream Tabby/White
A913631,*Boo,09/27/2024 03:29:00 PM,September 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Black/White
A890881,*Meatball Max,09/27/2024 03:55:00 PM,September 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull/Bulldog,White/Black
A791041,Kapone,09/27/2024 07:01:00 PM,September 2024,508 East Howard Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Pit Bull Mix,Tan
A914250,,09/27/2024 08:46:00 PM,September 2024,1113 Lakewood Hills Ter in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A914249,Little Bitt,09/27/2024 08:58:00 PM,September 2024,Travis (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,White/Brown
A914251,,09/27/2024 10:24:00 PM,September 2024,19627 Summit Glory Trl in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Black
A914253,*Maeve,09/28/2024 09:13:00 AM,September 2024,Azalea Blossom Drive And Brodie Springs Trl in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White
A914256,Honey,09/28/2024 10:24:00 AM,September 2024,1803 East Anderson Lane in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Golden Retriever,Gold
A913328,Mia,09/28/2024 11:51:00 AM,September 2024,Curtis And Braun Way in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd,Brown/Black
A914269,,09/28/2024 01:27:00 PM,September 2024,1007 E 16Th St in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Fox,Brown/Gray
A892867,*Orion,09/28/2024 01:32:00 PM,September 2024,Austin (TX),Owner Surrender,Behavior,Dog,Neutered Male,1 year,Pit Bull,Black Brindle
A914273,Lyla,09/28/2024 03:02:00 PM,September 2024,11900 Swearingen in Austin (TX),Public Assist,Normal,Cat,Spayed Female,6 years,Domestic Shorthair,Black/White
A914272,Colby,09/28/2024 03:02:00 PM,September 2024,11900 Swearingen in Austin (TX),Public Assist,Normal,Cat,Spayed Female,6 years,Domestic Shorthair,Tortie/Gray
A914274,Oreo,09/28/2024 03:02:00 PM,September 2024,11900 Swearingen in Austin (TX),Public Assist,Normal,Cat,Spayed Female,6 years,Domestic Shorthair,Black/White
A914276,*Paradise,09/28/2024 03:21:00 PM,September 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,1 year,German Shepherd Mix,Brown Brindle
A890862,Ottis,09/28/2024 04:08:00 PM,September 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A913327,Star,09/28/2024 04:11:00 PM,September 2024,Curtis And Braun Way in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Belgian Malinois,Brown/Black
A913327,Star,09/28/2024 04:11:00 PM,September 2024,Curtis And Braun Way in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,Belgian Malinois,Brown/Black
A913328,Mia,09/28/2024 04:11:00 PM,September 2024,Curtis And Braun Way in Travis (TX),Stray,Normal,Dog,Spayed Female,2 years,German Shepherd,Brown/Black
A914263,,09/28/2024 04:32:00 PM,September 2024,8300 North Fm 620 in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Bat,Gray
A913619,Bella,09/28/2024 06:43:00 PM,September 2024,Austin Oaks in Austin (TX),Public Assist,Normal,Dog,Spayed Female,6 years,Rottweiler/Labrador Retriever,Tricolor
A914320,Honey,09/29/2024 11:44:00 AM,September 2024,903 Neal Street in Austin (TX),Stray,Medical,Dog,Intact Female,8 years,Yorkshire Terrier/Chihuahua Shorthair,Brown
A914327,*Sassafras,09/29/2024 01:46:00 PM,September 2024,1708 Ulit Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,White/Calico
A914332,Mr. Mcgillicuddy,09/29/2024 02:49:00 PM,September 2024,12205 North Lamar Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White
A914335,*Lemmy,09/29/2024 03:15:00 PM,September 2024,4406 Lendall Lane in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black Smoke
A914336,Kiko,09/29/2024 04:07:00 PM,September 2024,1801 Northwood Rd in Austin (TX),Public Assist,Unknown,Dog,Neutered Male,2 years,Australian Cattle Dog,Brown Brindle
A914341,*Annabell,09/29/2024 06:10:00 PM,September 2024,2400 Wickersham Lane in Austin (TX),Public Assist,Normal,Dog,Intact Female,5 months,American Pit Bull Terrier Mix,Blue/White
A914351,*Bugs,09/30/2024 09:45:00 AM,September 2024,6708 Stoneleigh Pl in Austin (TX),Stray,Injured,Dog,Intact Male,5 years,Pug Mix,Brown/Black
A914350,,09/30/2024 09:48:00 AM,September 2024,15Th St And E Red River St in Austin (TX),Wildlife,Neurologic,Other,Unknown,2 months,Raccoon,Black/White
A914356,,09/30/2024 10:47:00 AM,September 2024,4700 Borage Dr in Austin (TX),Stray,Normal,Livestock,Unknown,2 years,Pig,Tan/White
A914359,,09/30/2024 11:03:00 AM,September 2024,Highsmith Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A914358,,09/30/2024 11:03:00 AM,September 2024,Highsmith Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Blue/White
A914370,*Betty,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Blue Tabby/White
A914372,*Archer,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby
A914374,*Ronan,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby
A914371,*Mochi,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue
A914375,*Sesame,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A914376,*Pixie,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Torbie/White
A914368,*Piper,09/30/2024 11:10:00 AM,September 2024,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue Tabby/White
A914357,Chloe,09/30/2024 11:11:00 AM,September 2024,1817 E Oltorf St in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Brown/Tan
A914360,Diesel,09/30/2024 11:11:00 AM,September 2024,1817 E Oltorf St in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 months,Pit Bull Mix,Blue/White
A914365,Solis (Cannoli),09/30/2024 11:19:00 AM,September 2024,Dull Knife Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,4 years,Domestic Shorthair,Black
A914425,,09/30/2024 11:20:00 AM,September 2024,Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Brown Tabby
A914426,,09/30/2024 11:20:00 AM,September 2024,Travis (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby/White
A914429,,09/30/2024 11:20:00 AM,September 2024,Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Black/White
A914427,,09/30/2024 11:20:00 AM,September 2024,Travis (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Black
A914424,,09/30/2024 11:20:00 AM,September 2024,Travis (TX),Stray,Normal,Cat,Intact Female,0 years,Domestic Shorthair,Brown Tabby
A914428,,09/30/2024 11:20:00 AM,September 2024,Travis (TX),Stray,Normal,Cat,Intact Male,0 years,Domestic Shorthair,Blue/White
A914366,*Paige,09/30/2024 11:21:00 AM,September 2024,Copperbend Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Black
A914364,*Potter,09/30/2024 11:21:00 AM,September 2024,Copperbend Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White
A914362,*Percy,09/30/2024 11:21:00 AM,September 2024,Copperbend Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Black/White
A914377,*Alain,09/30/2024 11:32:00 AM,September 2024,12609 Dessau Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White
A914385,*Adeline,09/30/2024 11:32:00 AM,September 2024,12609 Dessau Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico/White
A914378,Nadja,09/30/2024 11:32:00 AM,September 2024,12609 Dessau Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese,Tortie Point
A914379,Concrete,09/30/2024 11:32:00 AM,September 2024,12609 Dessau Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese,Lynx Point
A907811,*Finn,09/30/2024 11:42:00 AM,September 2024,Pflugerville (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Cream Tabby/White
A914369,,09/30/2024 11:43:00 AM,September 2024,9609 Beck Cir in Austin (TX),Stray,Injured,Cat,Intact Female,2 years,Domestic Shorthair,Gray/White
A914381,*Laverne,09/30/2024 11:47:00 AM,September 2024,E Oltorf St in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair,Blue
A914380,*Lenny,09/30/2024 11:47:00 AM,September 2024,E Oltorf St in Austin (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair,Blue
A914384,*Carmine,09/30/2024 11:47:00 AM,September 2024,E Oltorf St in Austin (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair,Black
A914382,*Squiggy,09/30/2024 11:47:00 AM,September 2024,E Oltorf St in Austin (TX),Stray,Normal,Cat,Intact Male,5 weeks,Domestic Shorthair,Blue Tabby
A914383,*Shirley,09/30/2024 11:47:00 AM,September 2024,E Oltorf St in Austin (TX),Stray,Normal,Cat,Intact Female,5 weeks,Domestic Shorthair,Brown Tabby
A914388,Penny,09/30/2024 11:55:00 AM,September 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Shorthair,Orange Tabby/White
A914386,*Harriet,09/30/2024 12:03:00 PM,September 2024,4609 Little Creek Trail in Travis (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Blue Tabby
A914387,Hilo Ray,09/30/2024 12:03:00 PM,September 2024,4609 Little Creek Trail in Travis (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair,Brown Tabby
A914389,*Aquarius,09/30/2024 12:14:00 PM,September 2024,4609 Little Creek in Travis (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Blue Tabby
A914398,,09/30/2024 12:19:00 PM,September 2024,2120 Negales Trl in Travis (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Blue Tabby
A914396,,09/30/2024 12:19:00 PM,September 2024,2120 Negales Trl in Travis (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Black
A914395,,09/30/2024 12:19:00 PM,September 2024,2120 Negales Trl in Travis (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair,Black
A914397,,09/30/2024 12:19:00 PM,September 2024,2120 Negales Trl in Travis (TX),Stray,Normal,Cat,Intact Male,1 weeks,Domestic Shorthair,Black
A914394,*Belladonna,09/30/2024 12:19:00 PM,September 2024,2120 Negales Trl in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Black
A914399,,09/30/2024 12:32:00 PM,September 2024,8300 N I H 35 in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Tortie
A914402,*Timothee Chalamet,09/30/2024 12:36:00 PM,September 2024,1410 North St in Austin (TX),Stray,Sick,Dog,Intact Male,5 months,American Pit Bull Terrier,Brown
A727504,*Charlie,09/30/2024 12:44:00 PM,September 2024,290 Flyover To Nb 183 in Austin (TX),Stray,Injured,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Brown Tabby
A914401,,09/30/2024 12:50:00 PM,September 2024,12215 Mosley Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Siamese,Lilac Point
A914405,,09/30/2024 01:03:00 PM,September 2024,2011 E Stassney Lane Unit B in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Torbie
A914407,,09/30/2024 01:03:00 PM,September 2024,2011 E Stassney Lane Unit B in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby/White
A914406,,09/30/2024 01:03:00 PM,September 2024,2011 E Stassney Lane Unit B in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby
A914404,*Mitzi,09/30/2024 01:03:00 PM,September 2024,2011 E Stassney Lane Unit B in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A914403,*Bernie,09/30/2024 01:30:00 PM,September 2024,1450 W Slaughter Ln in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Siamese,Flame Point
A890582,Nova,09/30/2024 01:42:00 PM,September 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A889857,Princess Rahja,09/30/2024 01:42:00 PM,September 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Shorthair,Brown Tabby
A914413,,09/30/2024 01:52:00 PM,September 2024,43 Rainey St in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat,Brown
A914416,*Willie Nelson,09/30/2024 01:57:00 PM,September 2024,916 Norwood in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Border Collie/Australian Cattle Dog,Red/White
A914418,,09/30/2024 02:45:00 PM,September 2024,Brookhollow Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A914419,*Gwen,09/30/2024 03:19:00 PM,September 2024,8011 Beckett Rd in Austin (TX),Stray,Sick,Dog,Intact Female,2 months,Siberian Husky/German Shepherd,Sable/White
A914422,*Ash,09/30/2024 03:42:00 PM,September 2024,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,8 months,Border Collie/German Shepherd,Black/White
A914421,*Misty,09/30/2024 03:42:00 PM,September 2024,Austin (TX),Owner Surrender,Sick,Dog,Intact Female,8 months,Border Collie/German Shepherd,Black/White
A914423,*Brock,09/30/2024 03:42:00 PM,September 2024,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,8 months,Border Collie/German Shepherd,Black/White
A912205,Rainy,09/30/2024 03:59:00 PM,September 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 months,Great Pyrenees Mix,Black/White
A755878,Eli,09/30/2024 06:11:00 PM,September 2024,Riverside Drive  And Montopolis Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Rat Terrier Mix,Black/White
A914437,*Snax Daddy,09/30/2024 08:54:00 PM,September 2024,1720 Woodward in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Alaskan Husky,Black/White
A914438,,09/30/2024 09:28:00 PM,September 2024,6914 Bethune in Austin (TX),Stray,Injured,Bird,Intact Male,1 year,Chicken Mix,Red/Black
A898207,Blue,10/01/2024 03:07:00 AM,October 2024,9215 S 1St St in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tan/White
A914436,,10/01/2024 07:07:00 AM,October 2024,Ih 35 And Slaughter Lane in Austin (TX),Stray,Sick,Dog,Intact Female,2 years,Labrador Retriever Mix,Fawn
A914450,King,10/01/2024 08:45:00 AM,October 2024,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Dachshund Wirehair Mix,Brown/Tan
A910648,Nimbus,10/01/2024 09:00:00 AM,October 2024,Webberville Rd And Delta Post Dr in Travis (TX),Stray,Injured,Dog,Intact Male,9 months,Great Pyrenees,White
A914466,,10/01/2024 11:42:00 AM,October 2024,9012 Shepard Drive in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Blue/White
A914464,,10/01/2024 11:46:00 AM,October 2024,35Th Street And Highway Loop 1 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair,Blue Tabby
A911871,Nova,10/01/2024 12:16:00 PM,October 2024,Austins Colony Boulevard And Fitzgibbon Drive in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Plott Hound,Brown/White
A903159,Erna,10/01/2024 12:41:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,American Staffordshire Terrier,Brown/White
A914482,Sierra,10/01/2024 01:03:00 PM,October 2024,8028 Brown Cemetary Road in Travis (TX),Stray,Normal,Dog,Intact Female,3 years,Belgian Malinois,Brown/Black
A914485,*Golden Sophia,10/01/2024 01:17:00 PM,October 2024,2330 Campden Dr in Austin (TX),Stray,Injured,Cat,Intact Female,14 years,Domestic Shorthair,Tortie
A914488,,10/01/2024 01:37:00 PM,October 2024,18307 Weiss Ln in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie
A914487,,10/01/2024 01:37:00 PM,October 2024,18307 Weiss Ln in Travis (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie
A716432,Zelda,10/01/2024 03:09:00 PM,October 2024,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,9 years,Catahoula Mix,Blue Merle/Black
A913687,*Blueberry,10/01/2024 03:38:00 PM,October 2024,Pleasant Valley And Garwood Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby
A914495,Oogie,10/01/2024 04:55:00 PM,October 2024,5001 Crainway in Travis (TX),Stray,Injured,Dog,Intact Male,1 year,Rhod Ridgeback,Brown
A914499,,10/01/2024 06:37:00 PM,October 2024,1316 Deupree Dr in Austin (TX),Stray,Neonatal,Cat,Unknown,1 week,Domestic Shorthair,Black/White
A914501,*Julius,10/01/2024 09:23:00 PM,October 2024,9511 Night Star Dr in Austin (TX),Stray,Injured,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby/White
A914504,Maci,10/02/2024 06:46:00 AM,October 2024,507 E 50Th St in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Jack Russell Terrier Mix,Red/White
A911722,*Harriet,10/02/2024 07:53:00 AM,October 2024,1406 Green Pastures Cv in Austin (TX),Stray,Injured,Cat,Spayed Female,2 years,Domestic Shorthair,Calico/White
A914506,*Magpie,10/02/2024 08:13:00 AM,October 2024,3701 South Lamar in Austin (TX),Stray,Sick,Cat,Spayed Female,10 years,Domestic Shorthair,Black/White
A914512,,10/02/2024 09:48:00 AM,October 2024,15205 Sabal Palm Rd in Austin (TX),Stray,Med Urgent,Cat,Neutered Male,8 years,Domestic Shorthair,Black/White
A914514,*Fezzik,10/02/2024 10:06:00 AM,October 2024,7622 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Tosa,Red
A914515,Danny,10/02/2024 10:35:00 AM,October 2024,S Lamar Blvd And Riverside Dr in Austin (TX),Public Assist,Normal,Dog,Unknown,2 years,Pit Bull Mix,Red/White
A912956,George,10/02/2024 11:02:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan/White
A914523,,10/02/2024 11:06:00 AM,October 2024,8801 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Blue Tabby
A914516,*Radar,10/02/2024 11:07:00 AM,October 2024,2907 Goodwin Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Black
A914517,*Anastasia,10/02/2024 11:07:00 AM,October 2024,2907 Goodwin Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby
A914522,Zeus,10/02/2024 11:18:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,9 months,Domestic Shorthair,Blue Tabby
A914519,Taiyo,10/02/2024 11:21:00 AM,October 2024,Janes Ranch Rd in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Tortie
A914518,,10/02/2024 11:21:00 AM,October 2024,Janes Ranch Rd in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Torbie
A914525,Bart,10/02/2024 11:29:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,8 years,German Shepherd Mix,Brown/White
A914526,Marley,10/02/2024 11:29:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,11 years,Toy Poodle/Standard Schnauzer,White
A914530,,10/02/2024 11:49:00 AM,October 2024,13440 Onion Creek Drive in Travis (TX),Stray,Normal,Cat,Neutered Male,3 years,Domestic Shorthair,Brown Tabby/White
A770544,*Carrot Cake,10/02/2024 12:12:00 PM,October 2024,1802 River Crossing Circle in Austin (TX),Stray,Injured,Cat,Neutered Male,13 years,Domestic Longhair Mix,Orange Tabby
A914531,Marina,10/02/2024 12:15:00 PM,October 2024,Johnny Morris And North Point Drive in Austin (TX),Stray,Normal,Dog,Intact Female,3 months,Brittany/Australian Shepherd,White/Red
A914539,,10/02/2024 12:40:00 PM,October 2024,12001 Burnet Road in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair,Black
A914534,*Cotton,10/02/2024 12:47:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Cream Tabby
A914537,*Buffy,10/02/2024 12:47:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Cream Tabby
A914536,Josephine,10/02/2024 12:47:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Cream Tabby
A914538,Raven,10/02/2024 12:47:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Flame Point
A914535,Minnie,10/02/2024 12:47:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Cream Tabby
A796679,Hyper,10/02/2024 01:19:00 PM,October 2024,High Valley Rd in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Miniature Schnauzer/Beagle,Black
A914542,Chequis,10/02/2024 01:41:00 PM,October 2024,8400 Warbler Ct Apt 102 in Austin (TX),Public Assist,Normal,Dog,Intact Female,6 years,Chihuahua Shorthair,Tan
A914544,Lola,10/02/2024 01:41:00 PM,October 2024,8400 Warbler Ct Apt 102 in Austin (TX),Public Assist,Normal,Dog,Intact Female,7 years,Beagle/Pug,Tan/White
A914546,Flower,10/02/2024 01:41:00 PM,October 2024,8400 Warbler Ct Apt 102 in Austin (TX),Public Assist,Normal,Dog,Intact Female,7 years,Chihuahua Shorthair,Tan/White
A914545,*Littlefoot,10/02/2024 01:46:00 PM,October 2024,405 W Stassney in Austin (TX),Public Assist,Normal,Dog,Neutered Male,9 years,Chihuahua Shorthair,White/Brown
A913704,*Vox,10/02/2024 02:21:00 PM,October 2024,Timber Hills Drive And Fagerquist Road in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Border Terrier Mix,Tan
A907641,Sugar,10/02/2024 02:25:00 PM,October 2024,621 W 31St Street in Austin (TX),Public Assist,Normal,Dog,Spayed Female,13 years,Catahoula Mix,Black
A914548,,10/02/2024 02:31:00 PM,October 2024,4508 Brandt Road in Austin (TX),Stray,Medical,Dog,Intact Female,2 years,Labrador Retriever,Cream
A914550,Bear,10/02/2024 03:38:00 PM,October 2024,14100 Thermal Dr in Travis (TX),Owner Surrender,Unknown,Dog,Intact Male,5 years,Pit Bull,Brown
A885508,Ollie,10/02/2024 04:33:00 PM,October 2024,9429 Collazo Way in Austin (TX),Public Assist,Normal,Dog,Neutered Male,6 years,Toy Fox Terrier,White/White
A892225,Pepto,10/03/2024 10:29:00 AM,October 2024,Austin (TX),Owner Surrender,Med Urgent,Dog,Neutered Male,1 year,English Coonhound,Black/Brown
A893540,Passion,10/03/2024 11:29:00 AM,October 2024,1817 E Oltorf Unit 2026 in Austin (TX),Public Assist,Normal,Dog,Spayed Female,1 year,Pit Bull,White
