"","Animal ID","Name","IntakeType","IntakeCondition","AnimalType","Sex","Age","OutcomeType","OutcomeDate","LengthofStay","DOB","log_LOS","log_Age","sqrt_Age","Adoption","age2"
"9269","A914689",NA,"Wildlife","Normal","Other","Unknown",2,"Euthanasia",2024-10-06,1,2022-10-05,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"9270","A914695","Stella","Stray","Medical","Dog","Intact Female",6,"Transfer",2024-10-05,0,2018-10-05,0,0.845098040014257,1.23822631946233,0,2.44948974278318
"9271","A914698","Pigeon","Stray","Medical","Cat","Intact Female",1,"Adoption",2024-10-17,12,2023-10-05,2.56494935746154,0.301029995663981,0.693147180559945,1,1
"9272","A914705","Lionhart","Stray","Normal","Dog","Intact Male",8,"Return to Owner",2024-10-05,0,2016-10-05,0,0.954242509439325,1.34245404645353,0,2.82842712474619
"9273","A914710","Astella","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-10-09,4,2024-07-05,1.6094379124341,0.0969100130080564,0.405465108108164,1,0.5
"9274","A914711","*Pumpkin Spice","Stray","Medical","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-31,26,2024-08-10,3.29583686600433,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9275","A914715","Squash","Stray","Normal","Dog","Intact Female",0.5,"Adoption",2024-11-07,33,2024-05-05,3.52636052461616,0.176091259055681,0.53479999673957,1,0.707106781186548
"9276","A914716","*Lancelot","Stray","Normal","Dog","Intact Male",2,"Adoption",2024-10-29,24,2022-10-05,3.2188758248682,0.477121254719662,0.881373587019543,1,1.4142135623731
"9277","A914727","Teddy","Owner Surrender","Normal","Dog","Intact Male",2,"Adoption",2024-10-09,4,2022-10-05,1.6094379124341,0.477121254719662,0.881373587019543,1,1.4142135623731
"9278","A914728",NA,"Stray","Medical","Cat","Intact Male",0.166666666666667,"Euthanasia",2024-10-09,4,2024-08-05,1.6094379124341,0.0669467896306132,0.342346584848305,0,0.408248290463863
"9279","A914734","Rio","Stray","Medical","Dog","Intact Female",0.666666666666667,"Adoption",2024-12-13,69,2024-04-05,4.24849524204936,0.221848749616356,0.596909690446534,1,0.816496580927726
"9280","A914736",NA,"Stray","Normal","Dog","Intact Male",1,"Transfer",2024-10-11,4,2023-10-07,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9281","A914746","Sophie","Abandoned","Normal","Dog","Intact Female",3,"Adoption",2024-11-16,41,2021-10-06,3.73766961828337,0.602059991327962,1.00505253874238,1,1.73205080756888
"9282","A914747","Bowie","Stray","Normal","Dog","Intact Female",2,"Adoption",2024-10-10,4,2022-10-06,1.6094379124341,0.477121254719662,0.881373587019543,1,1.4142135623731
"9283","A914753","*Wren","Stray","Normal","Cat","Intact Male",0.583333333333333,"Adoption",2024-11-14,39,2024-04-06,3.68887945411394,0.199572354905204,0.567449377001813,1,0.763762615825973
"9284","A914755",NA,"Wildlife","Medical","Other","Unknown",1,"Euthanasia",2024-10-10,4,2023-10-06,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9285","A914758",NA,"Stray","Medical","Bird","Intact Female",1,"Euthanasia",2024-10-10,4,2023-10-06,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9286","A914763",NA,"Stray","Normal","Other","Intact Female",1,"Transfer",2024-10-11,5,2023-10-06,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"9287","A914773","Neptune","Stray","Normal","Dog","Intact Male",0.416666666666667,"Adoption",2024-10-19,12,2024-05-01,2.56494935746154,0.151267675330649,0.498042602598196,1,0.645497224367903
"9288","A914773","Neptune","Public Assist","Normal","Dog","Neutered Male",0.583333333333333,"Adoption",2024-12-20,13,2024-05-01,2.63905732961526,0.199572354905204,0.567449377001813,1,0.763762615825973
"9289","A914776","Charlie","Public Assist","Normal","Dog","Intact Male",0.833333333333333,"Euthanasia",2024-10-17,6,2023-12-07,1.94591014905531,0.263241434774581,0.648605217808274,0,0.912870929175277
"9290","A914777","Nyla Amore","Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-10-12,5,2024-07-23,1.79175946922805,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9291","A914780",NA,"Stray","Normal","Cat","Intact Male",0.916666666666667,"Transfer",2024-10-10,3,2023-11-07,1.38629436111989,0.282546589969968,0.67163091077255,0,0.957427107756338
"9292","A914781",NA,"Stray","Normal","Cat","Intact Female",1,"Transfer",2024-10-10,3,2023-10-07,1.38629436111989,0.301029995663981,0.693147180559945,0,1
"9293","A914782",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-10-10,3,2022-10-07,1.38629436111989,0.477121254719662,0.881373587019543,0,1.4142135623731
"9294","A914783",NA,"Stray","Normal","Cat","Intact Female",0.833333333333333,"Transfer",2024-10-10,3,2023-12-07,1.38629436111989,0.263241434774581,0.648605217808274,0,0.912870929175277
"9295","A914784",NA,"Stray","Normal","Cat","Unknown",0.5,"Transfer",2024-10-10,3,2024-04-07,1.38629436111989,0.176091259055681,0.53479999673957,0,0.707106781186548
"9296","A914785",NA,"Stray","Normal","Cat","Intact Male",0.833333333333333,"Transfer",2024-10-10,3,2023-12-07,1.38629436111989,0.263241434774581,0.648605217808274,0,0.912870929175277
"9297","A914786","*Cashmere","Owner Surrender","Normal","Cat","Neutered Male",0.416666666666667,"Adoption",2024-11-10,1,2024-06-07,0.693147180559945,0.151267675330649,0.498042602598196,1,0.645497224367903
"9298","A914786","*Cashmere","Stray","Normal","Cat","Intact Male",0.333333333333333,"Adoption",2024-11-03,27,2024-06-07,3.3322045101752,0.1249387366083,0.455746394408326,1,0.577350269189626
"9299","A914787","Bones","Stray","Normal","Dog","Intact Male",0.833333333333333,"Adoption",2024-10-24,17,2023-12-07,2.89037175789616,0.263241434774581,0.648605217808274,1,0.912870929175277
"9300","A914789","*Skipper","Stray","Normal","Cat","Intact Female",1,"Transfer",2024-10-11,4,2023-10-07,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9301","A914791",NA,"Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-10-11,4,2024-09-19,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9302","A914792",NA,"Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-10-11,4,2024-09-19,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9303","A914793",NA,"Stray","Normal","Cat","Intact Male",0.0576923076923077,"Transfer",2024-10-11,4,2024-09-19,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9304","A914794",NA,"Stray","Normal","Cat","Intact Female",0.0576923076923077,"Transfer",2024-10-11,4,2024-09-19,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9305","A914797",NA,"Stray","Normal","Cat","Intact Female",0.0576923076923077,"Transfer",2024-10-11,4,2024-09-19,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9306","A914798",NA,"Stray","Normal","Cat","Intact Female",0.0576923076923077,"Transfer",2024-10-11,4,2024-09-19,1.6094379124341,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9307","A914799",NA,"Stray","Neonatal","Cat","Intact Female",0.00821917808219178,"Transfer",2024-10-07,0,2024-10-04,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"9308","A914800",NA,"Stray","Neonatal","Cat","Intact Male",0.00821917808219178,"Transfer",2024-10-07,0,2024-10-04,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"9309","A914801",NA,"Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-10-11,4,2024-06-22,1.6094379124341,0.0969100130080564,0.405465108108164,1,0.5
"9310","A914802","*Elle","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-15,8,2024-08-01,2.19722457733622,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9311","A914803","Blaze","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-10-11,4,2024-08-01,1.6094379124341,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9312","A914804","Angel Baby","Owner Surrender","Medical","Cat","Neutered Male",2,"Died",2024-10-13,6,2022-10-07,1.94591014905531,0.477121254719662,0.881373587019543,0,1.4142135623731
"9313","A914805","*Baize","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-10-29,22,2024-07-30,3.13549421592915,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9314","A914806","*Willow","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-11-07,31,2024-08-01,3.46573590279973,0.0969100130080564,0.405465108108164,1,0.5
"9315","A914808","Oreo","Public Assist","Normal","Dog","Intact Male",2,"Rto-Adopt",2024-10-31,24,2022-10-07,3.2188758248682,0.477121254719662,0.881373587019543,0,1.4142135623731
"9316","A914810","130 G","Stray","Normal","Cat","Intact Male",0.0136986301369863,"Transfer",2024-10-07,0,2024-10-02,0,0.00590885961052031,0.110683356647739,0,0.117041147196131
"9317","A914811","120 G","Stray","Normal","Cat","Intact Female",0.0136986301369863,"Transfer",2024-10-07,0,2024-10-02,0,0.00590885961052031,0.110683356647739,0,0.117041147196131
"9318","A914812","120 G","Stray","Normal","Cat","Intact Male",0.0136986301369863,"Transfer",2024-10-07,0,2024-10-02,0,0.00590885961052031,0.110683356647739,0,0.117041147196131
"9319","A914813","118 G","Stray","Normal","Cat","Intact Female",0.0136986301369863,"Transfer",2024-10-07,0,2024-10-02,0,0.00590885961052031,0.110683356647739,0,0.117041147196131
"9320","A914814","116 G","Stray","Normal","Cat","Intact Female",0.0136986301369863,"Transfer",2024-10-07,0,2024-10-02,0,0.00590885961052031,0.110683356647739,0,0.117041147196131
"9321","A914815","Fritz","Stray","Normal","Cat","Neutered Male",1,"Return to Owner",2024-11-03,2,2023-10-07,1.09861228866811,0.301029995663981,0.693147180559945,0,1
"9322","A914815","Fritz","Stray","Medical","Cat","Neutered Male",1,"Return to Owner",2024-11-22,3,2023-10-07,1.38629436111989,0.301029995663981,0.693147180559945,0,1
"9323","A914816","Rambo","Stray","Normal","Dog","Neutered Male",5,"Adoption",2024-12-08,62,2019-10-07,4.14313472639153,0.778151250383644,1.17435900561955,1,2.23606797749979
"9324","A914817","Ace","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-12-05,59,2024-09-05,4.0943445622221,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9325","A914818",NA,"Stray","Normal","Cat","Intact Female",0.0833333333333333,"Died",2024-10-24,17,2024-09-13,2.89037175789616,0.0347621062592119,0.253614663173636,0,0.288675134594813
"9326","A914819",NA,"Stray","Normal","Cat","Intact Male",0.0769230769230769,"Died",2024-10-15,8,2024-09-13,2.19722457733622,0.0321846833714012,0.244787696181578,0,0.277350098112615
"9327","A914820","*Freddy","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-12-05,59,2024-09-05,4.0943445622221,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9328","A914822","69 Grams","Stray","Neonatal","Cat","Intact Female",0.00547945205479452,"Transfer",2024-10-07,0,2024-10-05,0,0.00237319979561462,0.0714117100220229,0,0.0740233210197605
"9329","A914823","*Carrie","Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-10-21,14,2024-08-07,2.70805020110221,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9330","A914824","Rex","Owner Surrender","Normal","Cat","Neutered Male",14,"Transfer",2024-10-10,3,2010-10-07,1.38629436111989,1.17609125905568,1.55638673424724,0,3.74165738677394
"9331","A914825","Eliza","Owner Surrender","Normal","Cat","Spayed Female",5,"Transfer",2024-10-11,4,2019-10-07,1.6094379124341,0.778151250383644,1.17435900561955,0,2.23606797749979
"9332","A914826","89 G","Stray","Neonatal","Cat","Intact Male",0.00547945205479452,"Transfer",2024-10-07,0,2024-10-05,0,0.00237319979561462,0.0714117100220229,0,0.0740233210197605
"9333","A914827","83 G","Stray","Neonatal","Cat","Intact Female",0.00547945205479452,"Transfer",2024-10-07,0,2024-10-05,0,0.00237319979561462,0.0714117100220229,0,0.0740233210197605
"9334","A914828","67 G","Stray","Neonatal","Cat","Intact Female",0.00547945205479452,"Transfer",2024-10-07,0,2024-10-05,0,0.00237319979561462,0.0714117100220229,0,0.0740233210197605
"9335","A914829","Ginny","Stray","Medical","Dog","Intact Female",0.166666666666667,"Adoption",2024-10-17,10,2024-07-31,2.39789527279837,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9336","A914830",NA,"Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-14,7,2024-08-11,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9337","A914831","Onyx","Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-14,7,2024-08-11,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9338","A914833","Nero","Public Assist","Normal","Dog","Intact Male",2,"Disposal",2024-10-16,6,2022-10-07,1.94591014905531,0.477121254719662,0.881373587019543,0,1.4142135623731
"9339","A914837","*Apple Cider","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-10-29,22,2024-07-07,3.13549421592915,0.0969100130080564,0.405465108108164,1,0.5
"9340","A914838","*Chester","Abandoned","Normal","Cat","Neutered Male",1,"Adoption",2024-10-23,16,2023-10-07,2.83321334405622,0.301029995663981,0.693147180559945,1,1
"9341","A914839",NA,"Abandoned","Normal","Dog","Neutered Male",1,"Transfer",2024-10-24,17,2023-04-07,2.89037175789616,0.301029995663981,0.693147180559945,0,1
"9342","A914841","*Sweater Weather","Stray","Normal","Cat","Intact Male",0.0833333333333333,"Euthanasia",2024-10-09,2,2024-09-01,1.09861228866811,0.0347621062592119,0.253614663173636,0,0.288675134594813
"9343","A914843","*Flannel","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-31,24,2024-08-11,3.2188758248682,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9344","A914856",NA,"Wildlife","Medical","Other","Unknown",1,"Euthanasia",2024-10-12,4,2023-10-08,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9345","A914857","Bella","Stray","Medical","Cat","Spayed Female",2,"Return to Owner",2024-10-08,0,2022-10-08,0,0.477121254719662,0.881373587019543,0,1.4142135623731
"9346","A914859","*Big Red","Stray","Normal","Dog","Intact Male",10,"Euthanasia",2024-11-10,33,2014-10-08,3.52636052461616,1.04139268515823,1.42606243890537,0,3.16227766016838
"9347","A914860","*Trish","Stray","Normal","Cat","Intact Female",1,"Adoption",2024-11-12,35,2023-10-08,3.58351893845611,0.301029995663981,0.693147180559945,1,1
"9348","A914861",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-15,7,2024-07-17,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9349","A914862",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-15,7,2024-07-17,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9350","A914864",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-15,7,2024-07-17,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9351","A914867",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Euthanasia",2024-10-08,0,2024-07-24,0,0.0669467896306132,0.342346584848305,0,0.408248290463863
"9352","A914868",NA,"Stray","Medical","Cat","Unknown",3,"Transfer",2024-10-14,6,2021-10-08,1.94591014905531,0.602059991327962,1.00505253874238,0,1.73205080756888
"9353","A914869","*Sturgill","Abandoned","Normal","Dog","Intact Male",2,"Adoption",2024-12-10,56,2022-10-08,4.04305126783455,0.477121254719662,0.881373587019543,1,1.4142135623731
"9354","A914870","*Fiona","Owner Surrender","Normal","Other","Intact Female",0.25,"Transfer",2024-10-16,8,2024-07-08,2.19722457733622,0.0969100130080564,0.405465108108164,0,0.5
"9355","A914871","*Franklin","Owner Surrender","Normal","Other","Intact Male",0.25,"Adoption",2024-10-13,5,2024-07-08,1.79175946922805,0.0969100130080564,0.405465108108164,1,0.5
"9356","A914872","*Charlotte","Owner Surrender","Normal","Other","Intact Female",0.25,"Transfer",2024-10-16,8,2024-07-08,2.19722457733622,0.0969100130080564,0.405465108108164,0,0.5
"9357","A914874","Cj","Stray","Medical","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-14,6,2024-08-08,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9358","A914875","Buddy","Stray","Medical","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-14,6,2024-08-08,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9359","A914876",NA,"Stray","Medical","Dog","Intact Female",0.166666666666667,"Adoption",2024-10-15,7,2024-08-08,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9360","A914878","Skye","Owner Surrender","Normal","Dog","Intact Female",0.416666666666667,"Adoption",2024-10-26,18,2024-05-08,2.94443897916644,0.151267675330649,0.498042602598196,1,0.645497224367903
"9361","A914879","Mac","Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-18,10,2024-08-08,2.39789527279837,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9362","A914880",NA,"Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-18,10,2024-08-08,2.39789527279837,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9363","A914884",NA,"Stray","Normal","Cat","Intact Male",4,"Transfer",2024-10-10,2,2020-10-08,1.09861228866811,0.698970004336019,1.09861228866811,0,2
"9364","A914885",NA,"Stray","Medical","Cat","Intact Male",1,"Transfer",2024-10-15,7,2023-10-08,2.07944154167984,0.301029995663981,0.693147180559945,0,1
"9365","A914886",NA,"Stray","Medical","Cat","Intact Male",1,"Transfer",2024-10-15,7,2023-10-08,2.07944154167984,0.301029995663981,0.693147180559945,0,1
"9366","A914888",NA,"Wildlife","Normal","Other","Unknown",2,"Euthanasia",2024-10-13,5,2022-10-08,1.79175946922805,0.477121254719662,0.881373587019543,0,1.4142135623731
"9367","A914894","*Lemon","Stray","Normal","Cat","Neutered Male",10,"Transfer",2024-10-21,13,2014-10-16,2.63905732961526,1.04139268515823,1.42606243890537,0,3.16227766016838
"9368","A914895","*Lucifer","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-12-10,63,2024-09-06,4.15888308335967,0.0969100130080564,0.405465108108164,1,0.5
"9369","A914896","*Dratini","Stray","Normal","Cat","Intact Female",2,"Adoption",2024-10-15,7,2022-10-08,2.07944154167984,0.477121254719662,0.881373587019543,1,1.4142135623731
"9370","A914897",NA,"Stray","Normal","Cat","Spayed Female",0.5,"Adoption",2024-10-15,7,2024-04-08,2.07944154167984,0.176091259055681,0.53479999673957,1,0.707106781186548
"9371","A914898",NA,"Stray","Normal","Cat","Spayed Female",0.5,"Adoption",2024-10-14,6,2024-04-08,1.94591014905531,0.176091259055681,0.53479999673957,1,0.707106781186548
"9372","A914902","Casper","Stray","Normal","Dog","Neutered Male",10,"Transfer",2024-11-20,43,2014-10-08,3.78418963391826,1.04139268515823,1.42606243890537,0,3.16227766016838
"9373","A914905",NA,"Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-10-14,6,2024-08-07,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9374","A914906",NA,"Stray","Medical","Dog","Intact Male",0.0576923076923077,"Transfer",2024-10-08,0,2024-09-17,0,0.0243593458594447,0.215266392366067,0,0.240192230707631
"9375","A914907",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-14,6,2024-08-07,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9376","A914908","*Babe","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-14,6,2024-07-24,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9377","A914910","Tinku","Public Assist","Normal","Dog","Neutered Male",2,"Return to Owner",2024-10-10,2,2022-10-08,1.09861228866811,0.477121254719662,0.881373587019543,0,1.4142135623731
"9378","A914915","*Boo Berry","Public Assist","Other","Dog","Intact Female",2,"Adoption",2024-10-18,10,2022-10-08,2.39789527279837,0.477121254719662,0.881373587019543,1,1.4142135623731
"9379","A914916","Lupe","Public Assist","Other","Dog","Intact Male",2,"Adoption",2024-10-21,13,2022-10-08,2.63905732961526,0.477121254719662,0.881373587019543,1,1.4142135623731
"9380","A914917","*Ivan","Public Assist","Medical","Dog","Intact Male",5,"Adoption",2024-10-24,16,2019-10-09,2.83321334405622,0.778151250383644,1.17435900561955,1,2.23606797749979
"9381","A914921",NA,"Wildlife","Normal","Other","Unknown",1,"Euthanasia",2024-10-13,5,2023-10-08,1.79175946922805,0.301029995663981,0.693147180559945,0,1
"9382","A914929",NA,"Wildlife","Medical","Other","Unknown",0.833333333333333,"Transfer",2024-10-09,0,2023-12-09,0,0.263241434774581,0.648605217808274,0,0.912870929175277
"9383","A914930","*Ashoka","Stray","Medical","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-16,38,2024-09-10,3.66356164612965,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9384","A914931","Dashawn","Stray","Medical","Cat","Intact Male",2,"Adoption",2024-10-19,10,2022-10-09,2.39789527279837,0.477121254719662,0.881373587019543,1,1.4142135623731
"9385","A914933","Gypsy(Laurie)","Stray","Normal","Dog","Spayed Female",6,"Rto-Adopt",2024-10-15,6,2018-10-09,1.94591014905531,0.845098040014257,1.23822631946233,0,2.44948974278318
"9386","A914936","*M&Ms","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-16,38,2024-08-19,3.66356164612965,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9387","A914937","*Skittles","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-15,37,2024-08-19,3.63758615972639,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9388","A914938","Trip","Owner Surrender","Normal","Dog","Intact Male",1,"Adoption",2024-10-14,5,2023-04-09,1.79175946922805,0.301029995663981,0.693147180559945,1,1
"9389","A914939","One","Owner Surrender","Normal","Cat","Intact Male",4,"Adoption",2024-10-14,5,2020-10-09,1.79175946922805,0.698970004336019,1.09861228866811,1,2
"9390","A914940","Two","Owner Surrender","Normal","Cat","Intact Male",4,"Adoption",2024-10-14,5,2020-10-09,1.79175946922805,0.698970004336019,1.09861228866811,1,2
"9391","A914941",NA,"Stray","Medical","Cat","Intact Male",7,"Transfer",2024-10-24,15,2017-10-09,2.77258872223978,0.903089986991944,1.29356246522598,0,2.64575131106459
"9392","A914944",NA,"Stray","Medical","Cat","Spayed Female",3,"Return to Owner",2024-10-11,2,2021-10-09,1.09861228866811,0.602059991327962,1.00505253874238,0,1.73205080756888
"9393","A914949","*Bubble Gum","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-06,28,2024-08-16,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9394","A914950","*Pop Rocks","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-06,28,2024-08-16,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9395","A914951","*Fun Dip","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-06,28,2024-08-16,3.36729582998647,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9396","A914952",NA,"Stray","Normal","Dog","Intact Male",2,"Adoption",2024-10-16,7,2022-10-09,2.07944154167984,0.477121254719662,0.881373587019543,1,1.4142135623731
"9397","A914954",NA,"Stray","Normal","Cat","Intact Female",0.00821917808219178,"Transfer",2024-10-09,0,2024-10-06,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"9398","A914955",NA,"Stray","Normal","Cat","Intact Male",0.00821917808219178,"Died",2024-10-09,0,2024-10-06,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"9399","A914956",NA,"Stray","Normal","Cat","Intact Male",0.00821917808219178,"Disposal",2024-10-09,0,2024-10-06,0,0.00355495421704299,0.0867827267349504,0,0.0906596827823249
"9400","A914957",NA,"Stray","Normal","Cat","Intact Male",0.0384615384615385,"Transfer",2024-10-09,0,2024-09-24,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"9401","A914961","*Anakin","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-16,38,2024-08-22,3.66356164612965,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9402","A914967","Benji","Owner Surrender","Normal","Dog","Intact Male",3,"Adoption",2024-10-31,22,2021-10-09,3.13549421592915,0.602059991327962,1.00505253874238,1,1.73205080756888
"9403","A914971","*Frassy","Stray","Normal","Cat","Spayed Female",7,"Adoption",2024-10-29,20,2017-10-09,3.04452243772342,0.903089986991944,1.29356246522598,1,2.64575131106459
"9404","A914972","*Classy","Stray","Normal","Cat","Spayed Female",7,"Adoption",2024-10-27,18,2017-10-09,2.94443897916644,0.903089986991944,1.29356246522598,1,2.64575131106459
"9405","A914973","*Cassy","Stray","Normal","Cat","Spayed Female",7,"Adoption",2024-10-26,17,2017-10-09,2.89037175789616,0.903089986991944,1.29356246522598,1,2.64575131106459
"9406","A914977","Star","Stray","Medical","Dog","Intact Female",0.166666666666667,"Adoption",2024-10-15,6,2024-07-26,1.94591014905531,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9407","A914980","Thor","Owner Surrender","Medical","Cat","Neutered Male",8,"Adoption",2024-10-29,19,2016-10-16,2.99573227355399,0.954242509439325,1.34245404645353,1,2.82842712474619
"9408","A914981",NA,"Stray","Medical","Cat","Neutered Male",2,"Adoption",2024-10-14,4,2022-10-10,1.6094379124341,0.477121254719662,0.881373587019543,1,1.4142135623731
"9409","A914983",NA,"Wildlife","Medical","Other","Unknown",1,"Euthanasia",2024-10-14,4,2023-10-10,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9410","A914984","*Adley","Stray","Normal","Dog","Intact Female",9,"Transfer",2024-11-09,30,2015-10-10,3.43398720448515,1,1.38629436111989,0,3
"9411","A914987","Anubis","Stray","Medical","Dog","Intact Female",0.75,"Adoption",2024-11-26,47,2024-02-15,3.87120101090789,0.243038048686294,0.623810716364871,1,0.866025403784439
"9412","A914988",NA,"Stray","Normal","Cat","Intact Male",1,"Transfer",2024-10-21,11,2023-10-10,2.484906649788,0.301029995663981,0.693147180559945,0,1
"9413","A914989","*Lydia","Stray","Normal","Cat","Spayed Female",2,"Adoption",2024-10-18,8,2022-10-10,2.19722457733622,0.477121254719662,0.881373587019543,1,1.4142135623731
"9414","A914990",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-14,4,2024-08-12,1.6094379124341,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9415","A914991",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-10-14,4,2024-08-12,1.6094379124341,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9416","A914992",NA,"Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-10-14,4,2024-08-12,1.6094379124341,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9417","A914993","Kenny","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-10-15,5,2024-08-12,1.79175946922805,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9418","A914993","Kenny","Owner Surrender","Normal","Cat","Neutered Male",0.25,"Adoption",2024-11-30,3,2024-08-12,1.38629436111989,0.0969100130080564,0.405465108108164,1,0.5
"9419","A914994","Winter","Stray","Normal","Cat","Intact Female",0.5,"Adoption",2024-10-16,6,2024-04-10,1.94591014905531,0.176091259055681,0.53479999673957,1,0.707106781186548
