Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A918003,(Pink),11/15/2024 03:26:00 PM,Nov 2024,09/30/2024,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown/Tan
A918002,(Purple),11/15/2024 03:27:00 PM,Nov 2024,09/30/2024,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/Tan
A918000,(Blue),11/15/2024 03:27:00 PM,Nov 2024,09/30/2024,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown/Tan
A918001,(Orange),11/15/2024 03:27:00 PM,Nov 2024,09/30/2024,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown/Tan
A903497,*Linda,11/15/2024 03:44:00 PM,Nov 2024,03/06/2024,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever Mix,White
A918029,Maximus,11/15/2024 03:44:00 PM,Nov 2024,05/15/2023,Return to Owner,,Dog,Neutered Male,1 year,German Shepherd,Brown Brindle
A915592,Emerson,11/15/2024 03:47:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Spayed Female,2 months,Snowshoe Mix,Lynx Point
A915593,Stanford,11/15/2024 03:47:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Neutered Male,2 months,Snowshoe Mix,Lynx Point
A917649,Zuki,11/15/2024 04:14:00 PM,Nov 2024,09/09/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A916255,Spot,11/15/2024 04:14:00 PM,Nov 2024,10/24/2023,Adoption,,Dog,Intact Male,1 year,Border Collie Mix,White/Black
A916673,,11/15/2024 04:19:00 PM,Nov 2024,07/23/2024,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A914332,Mr. Mcgillicuddy,11/15/2024 04:23:00 PM,Nov 2024,08/22/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A913211,*Polly,11/15/2024 04:24:00 PM,Nov 2024,09/12/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby/White
A917608,Socrates,11/15/2024 04:44:00 PM,Nov 2024,11/08/2015,Adoption,,Dog,Neutered Male,9 years,Jack Russell Terrier,White/Gray
A917598,,11/15/2024 05:55:00 PM,Nov 2024,07/08/2024,Adoption,,Cat,Spayed Female,4 months,Domestic Medium Hair,Orange Tabby
A917648,Moana,11/15/2024 06:05:00 PM,Nov 2024,09/09/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown Brindle
A917990,Peaches,11/15/2024 06:05:00 PM,Nov 2024,11/14/2020,Euthanasia,Suffering,Cat,Spayed Female,4 years,Domestic Shorthair,Orange Tabby
A917657,,11/15/2024 06:10:00 PM,Nov 2024,08/09/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A914937,*Skittles,11/15/2024 06:13:00 PM,Nov 2024,08/19/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A917616,Olive,11/15/2024 06:18:00 PM,Nov 2024,08/27/2024,Adoption,,Dog,Spayed Female,2 months,Miniature Schnauzer,Black/Brown
A914055,Pop,11/15/2024 06:25:00 PM,Nov 2024,04/19/2024,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever,White/Brown
A916966,,11/15/2024 06:30:00 PM,Nov 2024,09/01/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A917540,Onyx,11/16/2024 11:01:00 AM,Nov 2024,11/07/2023,Return to Owner,,Dog,Intact Male,1 year,German Shepherd Mix,Brown/White
A847191,Luna,11/16/2024 12:06:00 PM,Nov 2024,11/01/2016,Transfer,Partner,Dog,Spayed Female,8 years,Labrador Retriever/Australian Cattle Dog,Black/White
A917781,,11/16/2024 12:36:00 PM,Nov 2024,07/12/2024,Euthanasia,Suffering,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby
A917849,,11/16/2024 12:36:00 PM,Nov 2024,11/12/2023,Disposal,,Other,Intact Female,1 year,Squirrel,Brown
A917077,Polo,11/16/2024 01:19:00 PM,Nov 2024,11/03/2020,Transfer,Partner,Dog,Intact Male,4 years,Pit Bull Mix,White
A913254,*Princess Polka Dot,11/16/2024 01:26:00 PM,Nov 2024,04/24/2024,Adoption,,Dog,Spayed Female,6 months,Pointer Mix,White/Black
A916569,,11/16/2024 01:34:00 PM,Nov 2024,09/09/2024,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/White
A913918,*Little Miss,11/16/2024 01:41:00 PM,Nov 2024,08/29/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A914936,*M&Ms,11/16/2024 01:48:00 PM,Nov 2024,08/19/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A910048,*Supergirl,11/16/2024 01:50:00 PM,Nov 2024,07/24/2021,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A918020,Shoe,11/16/2024 02:00:00 PM,Nov 2024,11/15/2022,Adoption,,Other,Neutered Male,2 years,Ferret,Black
A907459,*Ohhh Bonnie Mcmurray,11/16/2024 02:00:00 PM,Nov 2024,03/30/2024,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair,Blue Tabby
A918019,Sock,11/16/2024 02:00:00 PM,Nov 2024,11/15/2023,Adoption,,Other,Spayed Female,1 year,Ferret,White
A914381,*Laverne,11/16/2024 02:07:00 PM,Nov 2024,08/26/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue
A913910,,11/16/2024 02:17:00 PM,Nov 2024,09/08/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A914930,*Ashoka,11/16/2024 02:25:00 PM,Nov 2024,09/10/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Cream Tabby/White
A914234,Honey,11/16/2024 02:27:00 PM,Nov 2024,09/27/2020,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Torbie/White
A914383,*Shirley,11/16/2024 02:29:00 PM,Nov 2024,08/26/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A903994,*Otto,11/16/2024 02:35:00 PM,Nov 2024,01/05/2024,Adoption,Foster,Dog,Neutered Male,10 months,Pointer/Great Pyrenees,Black/White
A914961,*Anakin,11/16/2024 02:40:00 PM,Nov 2024,08/22/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A913995,,11/16/2024 02:45:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A914150,*Almond Joy,11/16/2024 02:51:00 PM,Nov 2024,09/11/2024,Adoption,Foster,Dog,Neutered Male,2 months,Pit Bull,Black
A914382,*Squiggy,11/16/2024 02:56:00 PM,Nov 2024,08/26/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A914384,*Carmine,11/16/2024 03:01:00 PM,Nov 2024,08/26/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A914380,*Lenny,11/16/2024 03:02:00 PM,Nov 2024,08/26/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A913972,Lumi,11/16/2024 03:10:00 PM,Nov 2024,07/31/2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White
A913917,,11/16/2024 03:15:00 PM,Nov 2024,08/29/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A913777,*Turtle,11/16/2024 03:20:00 PM,Nov 2024,07/30/2024,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Black/Brown
A916567,,11/16/2024 03:27:00 PM,Nov 2024,09/09/2024,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd Mix,Brown/Black
A916566,*Luna,11/16/2024 03:36:00 PM,Nov 2024,09/09/2024,Adoption,Foster,Dog,Spayed Female,2 months,German Shepherd Mix,Black/White
A913997,,11/16/2024 03:42:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A917602,*Mr. Natural,11/16/2024 03:57:00 PM,Nov 2024,10/02/2024,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby/White
A917603,*Kerbey Lane,11/16/2024 03:57:00 PM,Nov 2024,10/02/2024,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A917604,*Magnolia,11/16/2024 03:58:00 PM,Nov 2024,10/02/2024,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Blue Tabby
A916136,Blue,11/16/2024 04:03:00 PM,Nov 2024,10/23/2018,Transfer,Partner,Dog,Intact Male,6 years,Alaskan Husky,White/Black
A917676,,11/16/2024 04:12:00 PM,Nov 2024,11/10/2023,Adoption,,Dog,Intact Male,1 year,West Highland Mix,White
A917588,*Frankie,11/16/2024 04:17:00 PM,Nov 2024,11/08/2022,Transfer,Partner,Cat,Neutered Male,2 years,Persian,Silver Tabby
A914746,Sophie,11/16/2024 04:37:00 PM,Nov 2024,10/06/2021,Adoption,,Dog,Spayed Female,3 years,Labrador Retriever Mix,White
A915285,Katy,11/16/2024 05:15:00 PM,Nov 2024,10/14/2019,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Tortie
A917607,Meechie,11/16/2024 05:33:00 PM,Nov 2024,11/08/2009,Adoption,,Dog,Neutered Male,15 years,Miniature Schnauzer,Black
A917696,Gaia,11/16/2024 06:14:00 PM,Nov 2024,12/26/2023,Adoption,,Dog,Spayed Female,10 months,Anatol Shepherd Mix,Brown/Black
A862259,Daisy,11/17/2024 11:08:00 AM,Nov 2024,07/26/2014,Disposal,Rabies Risk,Dog,Spayed Female,10 years,Labrador Retriever Mix,Tan/White
A917946,Unknown,11/17/2024 11:22:00 AM,Nov 2024,11/14/2022,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Gray/Black
A918081,,11/17/2024 11:28:00 AM,Nov 2024,11/15/2022,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown
A917049,Toby,11/17/2024 11:30:00 AM,Nov 2024,06/03/2024,Adoption,,Dog,Neutered Male,5 months,Black/Tan Hound Mix,Black/Brown
A870539,Moose,11/17/2024 12:01:00 PM,Nov 2024,03/08/2022,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees,White
A917757,,11/17/2024 12:33:00 PM,Nov 2024,11/12/2022,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown
A915572,*Gwen,11/17/2024 12:34:00 PM,Nov 2024,11/09/2015,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair,Black
A917913,,11/17/2024 12:37:00 PM,Nov 2024,08/29/2024,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair,Blue Tabby
A918135,,11/17/2024 12:54:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Orange Tabby/White
A918119,,11/17/2024 12:54:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Orange Tabby/White
A918136,,11/17/2024 12:54:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Orange Tabby/White
A918134,,11/17/2024 12:54:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Cream Tabby
A918138,,11/17/2024 12:55:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Orange Tabby
A918139,,11/17/2024 12:55:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Orange Tabby
A918140,,11/17/2024 12:55:00 PM,Nov 2024,11/14/2024,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Orange Tabby
A917637,*Jake,11/17/2024 01:28:00 PM,Nov 2024,11/09/2023,Adoption,,Other,Intact Male,1 year,Rabbit Sh,Gold/Gray
A916443,Bella Bean,11/17/2024 01:50:00 PM,Nov 2024,10/26/2018,Adoption,,Dog,Spayed Female,6 years,American Bulldog,White/Brown
A904133,*Halsey,11/17/2024 02:17:00 PM,Nov 2024,05/07/2023,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A917876,*Xochi,11/17/2024 03:02:00 PM,Nov 2024,10/13/2024,Transfer,Partner,Cat,Intact Female,5 weeks,Siamese,Blue Point
A912471,*Cassidy,11/17/2024 03:46:00 PM,Nov 2024,08/31/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby/White
A917856,*Clark Gable,11/17/2024 04:31:00 PM,Nov 2024,11/13/2019,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Black
A902063,Fizz,11/17/2024 05:53:00 PM,Nov 2024,02/20/2024,Adoption,,Dog,Neutered Male,8 months,Catahoula Mix,Brown Merle
A917953,,11/18/2024 07:45:00 AM,Nov 2024,11/14/2022,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby
A917948,,11/18/2024 07:45:00 AM,Nov 2024,11/14/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Cream
A917893,,11/18/2024 07:46:00 AM,Nov 2024,11/13/2022,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair,Tortie/White
A917794,,11/18/2024 07:47:00 AM,Nov 2024,11/12/2021,Transfer,Snr,Cat,Intact Female,3 years,Domestic Shorthair,Torbie
A917771,,11/18/2024 07:47:00 AM,Nov 2024,11/12/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A917769,,11/18/2024 07:47:00 AM,Nov 2024,11/12/2023,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A915851,*Cindy,11/18/2024 10:32:00 AM,Nov 2024,10/21/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Calico
A917015,Hazy,11/18/2024 11:38:00 AM,Nov 2024,06/02/2024,Adoption,,Dog,Intact Female,5 months,Pit Bull,White/Brown
A915963,*Cardamom,11/18/2024 12:55:00 PM,Nov 2024,10/22/2020,Transfer,Partner,Dog,Intact Female,4 years,American Bulldog Mix,Brown Brindle/White
A914356,,11/18/2024 02:20:00 PM,Nov 2024,09/30/2022,Adoption,Offsite,Livestock,Unknown,2 years,Pig,Tan/White
A915237,,11/18/2024 02:21:00 PM,Nov 2024,07/13/2024,Adoption,Offsite,Livestock,Unknown,4 months,Pig,Black
A915238,,11/18/2024 02:22:00 PM,Nov 2024,07/13/2024,Adoption,Offsite,Livestock,Unknown,4 months,Pig,Black
A897530,*Princessa,11/18/2024 02:58:00 PM,Nov 2024,02/03/2022,Transfer,Partner,Dog,Spayed Female,2 years,Pit Bull,Blue
A917663,,11/18/2024 03:42:00 PM,Nov 2024,03/14/2024,Transfer,Partner,Dog,Intact Male,8 months,Standard Poodle Mix,Brown
A913905,*Patty,11/18/2024 03:46:00 PM,Nov 2024,03/23/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A918243,,11/18/2024 03:54:00 PM,Nov 2024,11/15/2024,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,White
A917212,*Marsha,11/18/2024 03:57:00 PM,Nov 2024,08/04/2024,Adoption,,Dog,Intact Female,3 months,German Pinscher Mix,Brown
A918268,,11/18/2024 04:10:00 PM,Nov 2024,10/19/2024,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A916574,Milo,11/18/2024 04:20:00 PM,Nov 2024,09/03/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Blue/White
A915496,Zola,11/18/2024 04:21:00 PM,Nov 2024,04/16/2024,Adoption,,Dog,Spayed Female,7 months,Redbone Hound Mix,Fawn/Brown
A915341,Guinevere,11/18/2024 04:32:00 PM,Nov 2024,05/15/2024,Adoption,,Dog,Spayed Female,6 months,German Shepherd/Anatol Shepherd,White/Cream
A916416,Snow,11/18/2024 04:40:00 PM,Nov 2024,08/25/2024,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees Mix,White
A917043,*Nellie,11/18/2024 05:08:00 PM,Nov 2024,06/03/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/White
A917595,,11/18/2024 05:21:00 PM,Nov 2024,06/08/2024,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Black
A917596,,11/18/2024 05:22:00 PM,Nov 2024,06/08/2024,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Torbie
A917765,Pippa,11/18/2024 05:27:00 PM,Nov 2024,11/12/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby/White
A916558,Fat Fat,11/18/2024 05:32:00 PM,Nov 2024,07/28/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A916138,Blade,11/18/2024 05:33:00 PM,Nov 2024,08/27/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A915284,*Mavi,11/18/2024 05:42:00 PM,Nov 2024,04/14/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair,Blue Tabby
A915117,Laszlo,11/18/2024 05:47:00 PM,Nov 2024,08/27/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A916905,*Tiffany,11/18/2024 06:20:00 PM,Nov 2024,07/01/2024,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A916773,Ash,11/18/2024 06:58:00 PM,Nov 2024,04/30/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue
A917460,Dewey,11/18/2024 07:04:00 PM,Nov 2024,12/06/2023,Adoption,,Dog,Intact Male,11 months,Anatol Shepherd,White/Black
A918031,Behbs,11/19/2024 09:57:00 AM,Nov 2024,11/15/2013,Euthanasia,Suffering,Cat,Spayed Female,11 years,Domestic Shorthair,Tortie
A917123,*Yennifer,11/19/2024 01:11:00 PM,Nov 2024,11/04/2019,Adoption,,Dog,Intact Female,5 years,Siberian Husky,Black/White
A810981,Abe,11/19/2024 01:40:00 PM,Nov 2024,12/23/2017,Adoption,,Dog,Neutered Male,6 years,Pit Bull,Black Brindle/White
A718583,Onny,11/19/2024 02:31:00 PM,Nov 2024,01/02/2015,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black/White
A917231,Viper,11/19/2024 02:43:00 PM,Nov 2024,07/27/2022,Transfer,Partner,Dog,Neutered Male,2 years,Chinese Sharpei Mix,Tan
A913769,*Floki,11/19/2024 03:16:00 PM,Nov 2024,09/21/2023,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Cream Tabby/White
A900180,*Bruce,11/19/2024 03:39:00 PM,Nov 2024,05/26/2023,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A904485,Lilly,11/19/2024 03:47:00 PM,Nov 2024,07/01/2023,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull,Brown Brindle
A914175,*Jax,11/19/2024 03:56:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A917799,,11/19/2024 03:57:00 PM,Nov 2024,09/12/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A917947,Pepper,11/19/2024 04:05:00 PM,Nov 2024,09/06/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A892783,*Athena,11/19/2024 04:09:00 PM,Nov 2024,09/10/2023,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A913751,*Discman,11/19/2024 04:11:00 PM,Nov 2024,08/27/2024,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Blue/White
A910890,*Dolly,11/19/2024 04:16:00 PM,Nov 2024,05/29/2024,Adoption,Foster,Dog,Spayed Female,5 months,Great Pyrenees Mix,White
A915287,Nala,11/19/2024 04:16:00 PM,Nov 2024,12/14/2023,Adoption,,Dog,Spayed Female,11 months,Pit Bull/Labrador Retriever,Black/White
A917875,Ava,11/19/2024 04:26:00 PM,Nov 2024,01/13/2024,Adoption,,Dog,Spayed Female,10 months,Labrador Retriever,White
A914002,,11/19/2024 04:31:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A917884,,11/19/2024 04:32:00 PM,Nov 2024,07/13/2024,Adoption,,Cat,Spayed Female,4 months,Siamese,Seal Point
A913994,,11/19/2024 04:38:00 PM,Nov 2024,09/03/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A917952,,11/19/2024 04:41:00 PM,Nov 2024,11/14/2023,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Blue
A910402,Wednesday,11/19/2024 04:42:00 PM,Nov 2024,07/30/2023,Adoption,Foster,Dog,Spayed Female,1 year,German Shepherd/Golden Retriever,Tan
A916302,*Kanina,11/19/2024 04:44:00 PM,Nov 2024,09/03/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby/White
A911463,*Poppy,11/19/2024 04:46:00 PM,Nov 2024,06/15/2024,Adoption,Foster,Dog,Spayed Female,5 months,Belgian Malinois Mix,Tan/Black
A915187,*Ginger,11/19/2024 04:51:00 PM,Nov 2024,05/12/2024,Adoption,Foster,Dog,Spayed Female,6 months,German Shepherd Mix,Brown Brindle
A916951,*Tigger,11/19/2024 04:58:00 PM,Nov 2024,09/09/2024,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A915857,Finn,11/19/2024 05:14:00 PM,Nov 2024,03/07/2024,Adoption,,Dog,Spayed Female,8 months,German Shepherd Mix,Brown/Black
A916394,Goose,11/19/2024 05:21:00 PM,Nov 2024,10/28/2022,Adoption,,Cat,Spayed Female,2 years,Siamese,Blue Point/White
A916549,*Puffy,11/19/2024 05:26:00 PM,Nov 2024,07/28/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Brown Tabby
A917597,La Rocka,11/19/2024 05:34:00 PM,Nov 2024,06/08/2024,Adoption,,Dog,Spayed Female,5 months,Rottweiler Mix,Black/Brown
A917796,Buddy,11/19/2024 05:47:00 PM,Nov 2024,08/12/2024,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A918201,,11/19/2024 05:59:00 PM,Nov 2024,07/18/2024,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black
A915958,Sophi,11/19/2024 06:05:00 PM,Nov 2024,10/22/2020,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,White/Brown Tabby
A917900,*Star,11/19/2024 06:18:00 PM,Nov 2024,11/13/2018,Adoption,,Dog,Spayed Female,6 years,Chihuahua Shorthair,Tan
A917647,*Emma,11/19/2024 06:18:00 PM,Nov 2024,09/09/2024,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown Brindle
A917414,*Cassarillo,11/19/2024 06:28:00 PM,Nov 2024,07/06/2024,Adoption,,Cat,Neutered Male,4 months,Russian Blue,Blue
A918305,,11/19/2024 07:47:00 PM,Nov 2024,11/19/2022,Euthanasia,Rabies Risk,Other,Unknown,2 years,Raccoon,Black
A917653,Littels,11/20/2024 10:14:00 AM,Nov 2024,11/09/2022,Return to Owner,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Gray
A913213,*Stanley,11/20/2024 10:25:00 AM,Nov 2024,09/09/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A913214,*Crackers,11/20/2024 10:28:00 AM,Nov 2024,09/09/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A916595,,11/20/2024 10:35:00 AM,Nov 2024,09/29/2024,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Torbie/White
A916596,,11/20/2024 10:36:00 AM,Nov 2024,09/29/2024,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair,Black
A913216,*Isla,11/20/2024 10:41:00 AM,Nov 2024,09/09/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A915106,*Joy,11/20/2024 10:46:00 AM,Nov 2024,08/30/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Black
A914632,*Peaches,11/20/2024 10:50:00 AM,Nov 2024,07/13/2024,Adoption,Foster,Dog,Spayed Female,4 months,Labrador Retriever Mix,White
A914633,Patches,11/20/2024 10:58:00 AM,Nov 2024,07/13/2024,Adoption,Foster,Dog,Spayed Female,4 months,Labrador Retriever Mix,White/Brown
A914525,Bart,11/20/2024 11:04:00 AM,Nov 2024,10/02/2016,Euthanasia,Court/Investigation,Dog,Neutered Male,8 years,German Shepherd Mix,Brown/White
A916167,Audrey,11/20/2024 11:04:00 AM,Nov 2024,10/23/2021,Euthanasia,Court/Investigation,Dog,Intact Female,3 years,Pit Bull,White/Tan
A915104,*Surprise,11/20/2024 11:04:00 AM,Nov 2024,08/30/2024,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A915101,*Delight,11/20/2024 11:07:00 AM,Nov 2024,08/30/2024,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A861993,Coco,11/20/2024 03:04:00 PM,Nov 2024,01/20/2022,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Black/White
A861994,Kookie,11/20/2024 03:05:00 PM,Nov 2024,01/20/2022,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A918203,,11/20/2024 03:28:00 PM,Nov 2024,08/18/2024,Transfer,Partner,Cat,Intact Female,3 months,Domestic Shorthair,Brown Tabby
A918202,,11/20/2024 03:28:00 PM,Nov 2024,07/18/2024,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby
A913345,Fynn,11/20/2024 03:49:00 PM,Nov 2024,09/15/2022,Return to Owner,,Dog,Neutered Male,2 years,Jack Russell Terrier,White/Tan
A918004,Bodhi,11/20/2024 04:05:00 PM,Nov 2024,08/15/2014,Return to Owner,,Dog,Neutered Male,10 years,Rhod Ridgeback Mix,Brown
A915190,Barley,11/20/2024 04:10:00 PM,Nov 2024,04/12/2024,Adoption,,Dog,Neutered Male,7 months,Australian Cattle Dog,White/Brown
A891823,*Milk Duddy,11/20/2024 05:49:00 PM,Nov 2024,01/10/2022,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Black/White
A907259,*Peaches,11/20/2024 06:04:00 PM,Nov 2024,06/20/2019,Adoption,,Dog,Spayed Female,5 years,Siberian Husky/Australian Cattle Dog,White/Tan
A915173,Marley,11/20/2024 06:43:00 PM,Nov 2024,04/12/2016,Adoption,,Dog,Neutered Male,8 years,Rhod Ridgeback Mix,Tan/Brown
A918356,,11/20/2024 06:47:00 PM,Nov 2024,11/20/2023,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat/Mex Free-Tail,Brown
A914902,Casper,11/20/2024 07:11:00 PM,Nov 2024,10/08/2014,Transfer,Partner,Dog,Neutered Male,10 years,Pit Bull,White
A917978,,11/21/2024 08:24:00 AM,Nov 2024,11/16/2020,Transfer,Snr,Cat,Intact Female,4 years,Domestic Shorthair,Black
